,0,1
260,7617131.406706687,2733565.296249551
261,2647904.800744343,2098946.6034363
262,2297732.32985444,2611042.9153517713
263,2963509.102381519,6629601.928605433
264,7686374.474260458,11178841.699234895
265,6311076.406792102,36877724.875869565
266,4031475.1922157016,8743035.54928446
267,12898934.993172064,44197919.09115813
268,3728523.302175773,22722477.07680969
269,9798047.367734062,17004621.675625864
270,2251014.7196304537,10166693.070928544
271,3396942.1750958306,3813905.0697259665
272,2559255.2872425034,2023410.646251303
273,27519641.834214106,27358028.962403547
274,13947327.269591006,2641261.0453968975
275,16743695.928589832,31540458.530920327
276,11332643.211947378,4289181.292776745
277,9752999.085271249,10802790.382351609
278,7015618.335606526,16762184.994365368
279,25958406.216148574,35376955.607431985
280,6458762.085177692,3457249.702018387
281,4833948.016907417,2039628.3562408395
282,13707964.065287357,23850287.88116244
283,11984084.806154005,2110821.3804676943
284,13430971.722998178,2496521.892041001
285,8421754.206382295,24833186.054975696
286,33638906.705005,12289298.332480546
287,13673417.23073305,2643511.729405741
288,10219602.890663432,20596345.125649877
289,25677201.85575093,23972876.622485224
290,2691805.4860642757,17068081.289887756
291,14710131.723593172,16087912.594281701
292,9386160.26985126,29756706.92793135
293,34603004.52239598,14198884.997900402
294,13672207.613240667,4377467.222364616
295,2222225.2637483166,10961064.876289302
296,12846200.746774344,18093539.81406256
297,2530048.131034286,9422680.711475182
298,38890154.52763619,3114802.620655327
299,8601769.834245248,20649683.05821208
300,2975508.0314835254,2542355.491278409
301,14872277.10252821,12258307.499835296
302,5737739.728491556,2825965.6882160837
303,7124662.969960786,2058370.7544281187
304,26240186.187883273,2378379.8642736357
305,2954308.8167176116,9955150.84453451
306,12074523.678232457,2318804.373114569
307,2019847.9197464252,2050504.0150304423
308,15763350.928968705,37823419.98213955
309,7409120.179340758,3330357.199672369
310,19069556.553823296,9534878.22498053
311,14591956.273963131,4287205.124856781
312,2291742.587574228,5281471.711356777
313,31823586.659985695,2632263.6749118837
314,17515074.168501887,29098268.460512295
315,8625217.229031216,30525220.907190423
316,27438913.188643064,6417309.730451867
317,2218598.1164741167,2118023.64549777
318,16538840.217482967,2692740.9436421543
319,13652671.547083687,2913608.051967586
320,5691669.314574927,7495016.014601453
321,13477439.586065363,2737355.816325825
322,2792521.244832508,2957420.2485449524
323,10608511.9952764,9707430.818096602
324,11694413.115843575,2309591.282282144
325,10630656.27718327,6887606.9975753045
326,3134922.388245682,10266772.910096906
327,26577152.774869148,16393005.356592026
328,5042769.185811096,17178900.324615564
329,11220086.2539733,2388730.696104928
330,7758386.559730063,10544914.051572513
331,6061483.341261705,8680773.89111181
332,17615186.857684337,7768528.775994487
333,12323756.677468808,7432812.565554277
334,14766868.130439876,11559935.266349332
335,13164910.653209284,1888193.424943641
336,3242318.314341936,1992714.9875442786
337,7833413.386172673,4090168.7647526725
338,8942433.38110282,3028161.604369955
339,3433121.368554094,7500041.900955415
340,26658312.030563325,17068532.776440106
341,17869183.810489845,3484593.208135299
342,3842917.6382460976,19365558.842800036
343,3274539.5695163365,2699286.7465153243
344,7890305.969179215,35369139.66993214
345,8490213.08682472,9580335.53862071
346,11406003.970891055,2173830.5541901626
347,18174909.48572358,2292222.8180593974
348,33319155.600938078,2232338.828395305
349,5289536.643985829,4012071.0747570847
350,9051940.19412973,11090304.375201695
351,2129110.156363642,9257617.535243383
352,14702545.774658479,14982634.10466431
353,36951620.1401364,2856881.789251904
354,8791848.236977253,2702291.7465473237
355,11430471.870826073,2157514.5220616693
356,7374923.825663048,2032086.8994783855
357,2336665.1100666057,32929299.38897592
358,2775983.711222119,15599999.950507628
359,12494566.223955734,11921319.576841393
360,10082898.24121873,4154919.154409982
361,11859675.049378721,12676057.195869783
362,11811813.97780571,14087350.924994959
363,3909018.624650827,25859633.44829227
364,25444775.94809921,11568085.60479759
365,11635264.949789388,14428672.86754287
366,2977831.7432658677,1933091.539311281
367,10118179.723519485,26169039.97340769
368,9543075.70272702,25091717.13627757
